train_no,station_code,event_type,actual_time_ts,delay_minutes
T0487,BLY,DEPARTURE,18:12.9,0.01
T0487,SRP,ARRIVAL,26:07.2,3.52
T0487,SRP,DEPARTURE,26:37.2,3.52
T0488,HWH,ARRIVAL,45:26.8,0.45
T0488,HWH,DEPARTURE,47:26.8,0.45
T0488,BLY,ARRIVAL,58:05.3,0.39
T0488,BLY,DEPARTURE,58:35.3,0.39
T0488,SRP,ARRIVAL,03:30.6,0.91
T0488,SRP,DEPARTURE,04:00.6,0.91
T0489,HWH,ARRIVAL,05:11.8,0.2
T0489,HWH,DEPARTURE,07:11.8,0.2
T0489,BLY,ARRIVAL,20:05.8,2.4
T0489,BLY,DEPARTURE,20:35.8,2.4
T0489,SRP,ARRIVAL,23:50.1,1.23
T0489,SRP,DEPARTURE,24:20.1,1.23
T0490,HWH,ARRIVAL,45:04.5,0.07
T0490,HWH,DEPARTURE,47:04.5,0.07
T0490,BLY,ARRIVAL,58:07.9,0.43
T0490,BLY,DEPARTURE,58:37.9,0.43
T0490,SRP,ARRIVAL,04:17.4,1.69
T0490,SRP,DEPARTURE,04:47.4,1.69
T0491,HWH,ARRIVAL,07:19.0,2.32
T0491,HWH,DEPARTURE,09:19.0,2.32
T0491,BLY,ARRIVAL,18:12.2,0.5
T0491,BLY,DEPARTURE,18:42.2,0.5
T0491,SRP,ARRIVAL,23:21.6,0.76
T0491,SRP,DEPARTURE,23:51.6,0.76
T0492,HWH,ARRIVAL,45:08.8,0.15
T0492,HWH,DEPARTURE,47:08.8,0.15
T0492,BLY,ARRIVAL,01:29.0,3.78
T0492,BLY,DEPARTURE,01:59.0,3.78
T0492,SRP,ARRIVAL,02:48.6,0.21
T0492,SRP,DEPARTURE,03:18.6,0.21
T0493,HWH,ARRIVAL,07:17.3,2.29
T0493,HWH,DEPARTURE,09:17.3,2.29
T0493,BLY,ARRIVAL,18:32.3,0.84
T0493,BLY,DEPARTURE,19:02.3,0.84
T0493,SRP,ARRIVAL,23:20.9,0.75
T0493,SRP,DEPARTURE,23:50.9,0.75
T0494,HWH,ARRIVAL,45:34.5,0.58
T0494,HWH,DEPARTURE,47:34.5,0.58
T0494,BLY,ARRIVAL,57:54.6,0.21
T0494,BLY,DEPARTURE,58:24.6,0.21
T0494,SRP,ARRIVAL,02:45.3,0.16
T0494,SRP,DEPARTURE,03:15.3,0.16
T0495,HWH,ARRIVAL,05:12.0,0.2
T0495,HWH,DEPARTURE,07:12.0,0.2
T0495,BLY,ARRIVAL,17:51.9,0.17
T0495,BLY,DEPARTURE,18:21.9,0.17
T0495,SRP,ARRIVAL,23:48.6,1.21
T0495,SRP,DEPARTURE,24:18.6,1.21
T0496,HWH,ARRIVAL,45:20.7,0.34
T0496,HWH,DEPARTURE,47:20.7,0.34
T0496,BLY,ARRIVAL,57:44.9,0.05
T0496,BLY,DEPARTURE,58:14.9,0.05
T0496,SRP,ARRIVAL,05:22.9,2.78
T0496,SRP,DEPARTURE,05:52.9,2.78
T0497,HWH,ARRIVAL,06:43.3,1.72
T0497,HWH,DEPARTURE,08:43.3,1.72
T0497,BLY,ARRIVAL,19:48.1,2.1
T0497,BLY,DEPARTURE,20:18.1,2.1
T0497,SRP,ARRIVAL,26:49.4,4.22
T0497,SRP,DEPARTURE,27:19.4,4.22
T0498,HWH,ARRIVAL,45:09.2,0.15
T0498,HWH,DEPARTURE,47:09.2,0.15
T0498,BLY,ARRIVAL,58:06.2,0.4
T0498,BLY,DEPARTURE,58:36.2,0.4
T0498,SRP,ARRIVAL,03:44.2,1.14
T0498,SRP,DEPARTURE,04:14.2,1.14
T0499,HWH,ARRIVAL,05:57.2,0.95
T0499,HWH,DEPARTURE,07:57.2,0.95
T0499,BLY,ARRIVAL,17:50.0,0.13
T0499,BLY,DEPARTURE,18:20.0,0.13
T0499,SRP,ARRIVAL,23:57.2,1.35
T0499,SRP,DEPARTURE,24:27.2,1.35
T0500,HWH,ARRIVAL,45:12.2,0.2
T0500,HWH,DEPARTURE,47:12.2,0.2
T0500,BLY,ARRIVAL,57:54.2,0.2
T0500,BLY,DEPARTURE,58:24.2,0.2
T0500,SRP,ARRIVAL,03:13.0,0.62
T0500,SRP,DEPARTURE,03:43.0,0.62
T0501,HWH,ARRIVAL,05:43.1,0.72
T0501,HWH,DEPARTURE,07:43.1,0.72
T0501,BLY,ARRIVAL,18:23.6,0.69
T0501,BLY,DEPARTURE,18:53.6,0.69
T0501,SRP,ARRIVAL,22:40.6,0.08
T0501,SRP,DEPARTURE,23:10.6,0.08
T0502,HWH,ARRIVAL,46:40.8,1.68
T0502,HWH,DEPARTURE,48:40.8,1.68
T0502,BLY,ARRIVAL,57:56.8,0.25
T0502,BLY,DEPARTURE,58:26.8,0.25
T0502,SRP,ARRIVAL,02:42.7,0.11
T0502,SRP,DEPARTURE,03:12.7,0.11
T0503,HWH,ARRIVAL,06:45.4,1.76
T0503,HWH,DEPARTURE,08:45.4,1.76
T0503,BLY,ARRIVAL,20:11.6,2.49
T0503,BLY,DEPARTURE,20:41.6,2.49
T0503,SRP,ARRIVAL,24:11.1,1.59
T0503,SRP,DEPARTURE,24:41.1,1.59
T0504,HWH,ARRIVAL,46:19.6,1.33
T0504,HWH,DEPARTURE,48:19.6,1.33
T0504,BLY,ARRIVAL,58:33.1,0.85
T0504,BLY,DEPARTURE,59:03.1,0.85
T0504,SRP,ARRIVAL,03:14.4,0.64
T0504,SRP,DEPARTURE,03:44.4,0.64
T0505,HWH,ARRIVAL,05:04.4,0.07
T0505,HWH,DEPARTURE,07:04.4,0.07
T0505,BLY,ARRIVAL,18:07.2,0.42
T0505,BLY,DEPARTURE,18:37.2,0.42
T0505,SRP,ARRIVAL,22:58.4,0.37
T0505,SRP,DEPARTURE,23:28.4,0.37
T0506,HWH,ARRIVAL,45:14.4,0.24
T0506,HWH,DEPARTURE,47:14.4,0.24
T0506,BLY,ARRIVAL,58:43.7,1.03
T0506,BLY,DEPARTURE,59:13.7,1.03
T0506,SRP,ARRIVAL,03:08.9,0.55
T0506,SRP,DEPARTURE,03:38.9,0.55
T0507,HWH,ARRIVAL,05:04.1,0.07
T0507,HWH,DEPARTURE,07:04.1,0.07
T0507,BLY,ARRIVAL,17:53.9,0.2
T0507,BLY,DEPARTURE,18:23.9,0.2
T0507,SRP,ARRIVAL,23:31.2,0.92
T0507,SRP,DEPARTURE,24:01.2,0.92
T0508,HWH,ARRIVAL,45:03.8,0.06
T0508,HWH,DEPARTURE,47:03.8,0.06
T0508,BLY,ARRIVAL,59:13.4,1.52
T0508,BLY,DEPARTURE,59:43.4,1.52
T0508,SRP,ARRIVAL,03:08.8,0.55
T0508,SRP,DEPARTURE,03:38.8,0.55
T0509,HWH,ARRIVAL,05:31.4,0.52
T0509,HWH,DEPARTURE,07:31.4,0.52
T0509,BLY,ARRIVAL,18:25.1,0.72
T0509,BLY,DEPARTURE,18:55.1,0.72
T0509,SRP,ARRIVAL,23:59.6,1.39
T0509,SRP,DEPARTURE,24:29.6,1.39
T0510,HWH,ARRIVAL,45:20.5,0.34
T0510,HWH,DEPARTURE,47:20.5,0.34
T0510,BLY,ARRIVAL,58:36.4,0.91
T0510,BLY,DEPARTURE,59:06.4,0.91
T0510,SRP,ARRIVAL,03:16.0,0.67
T0510,SRP,DEPARTURE,03:46.0,0.67
T0511,HWH,ARRIVAL,05:14.9,0.25
T0511,HWH,DEPARTURE,07:14.9,0.25
T0511,BLY,ARRIVAL,19:23.2,1.69
T0511,BLY,DEPARTURE,19:53.2,1.69
T0511,SRP,ARRIVAL,23:52.6,1.28
T0511,SRP,DEPARTURE,24:22.6,1.28
T0512,HWH,ARRIVAL,45:51.6,0.86
T0512,HWH,DEPARTURE,47:51.6,0.86
T0512,BLY,ARRIVAL,59:13.2,1.52
T0512,BLY,DEPARTURE,59:43.2,1.52
T0512,SRP,ARRIVAL,04:12.9,1.62
T0512,SRP,DEPARTURE,04:42.9,1.62
T0513,HWH,ARRIVAL,45:59.1,0.99
T0513,HWH,DEPARTURE,47:59.1,0.99
T0513,BLY,ARRIVAL,59:09.1,1.45
T0513,BLY,DEPARTURE,59:39.1,1.45
T0513,SRP,ARRIVAL,03:33.4,0.96
T0513,SRP,DEPARTURE,04:03.4,0.96
T0514,HWH,ARRIVAL,05:54.7,0.91
T0514,HWH,DEPARTURE,07:54.7,0.91
T0514,BLY,ARRIVAL,18:28.3,0.77
T0514,BLY,DEPARTURE,18:58.3,0.77
T0514,SRP,ARRIVAL,23:43.1,1.12
T0514,SRP,DEPARTURE,24:13.1,1.12
T0515,HWH,ARRIVAL,55:08.3,0.14
T0515,HWH,DEPARTURE,57:08.3,0.14
T0515,BLY,ARRIVAL,09:24.1,1.7
T0515,BLY,DEPARTURE,09:54.1,1.7
T0515,SRP,ARRIVAL,14:14.6,1.64
T0515,SRP,DEPARTURE,14:44.6,1.64
T0516,HWH,ARRIVAL,05:01.4,0.02
T0516,HWH,DEPARTURE,07:01.4,0.02
T0516,BLY,ARRIVAL,19:05.9,1.4
T0516,BLY,DEPARTURE,19:35.9,1.4
T0516,SRP,ARRIVAL,22:42.6,0.11
T0516,SRP,DEPARTURE,23:12.6,0.11
T0517,HWH,ARRIVAL,55:19.6,0.33
T0517,HWH,DEPARTURE,57:19.6,0.33
T0517,BLY,ARRIVAL,08:47.3,1.09
T0517,BLY,DEPARTURE,09:17.3,1.09
T0517,SRP,ARRIVAL,12:44.4,0.14
T0517,SRP,DEPARTURE,13:14.4,0.14
T0518,HWH,ARRIVAL,06:21.8,1.36
T0518,HWH,DEPARTURE,08:21.8,1.36
T0518,BLY,ARRIVAL,19:07.7,1.43
T0518,BLY,DEPARTURE,19:37.7,1.43
T0518,SRP,ARRIVAL,23:10.0,0.57
T0518,SRP,DEPARTURE,23:40.0,0.57
T0519,HWH,ARRIVAL,55:00.3,0.01
T0519,HWH,DEPARTURE,57:00.3,0.01
T0519,BLY,ARRIVAL,07:58.2,0.27
T0519,BLY,DEPARTURE,08:28.2,0.27
T0519,SRP,ARRIVAL,13:22.1,0.77
T0519,SRP,DEPARTURE,13:52.1,0.77
T0520,HWH,ARRIVAL,08:10.7,3.18
T0520,HWH,DEPARTURE,10:10.7,3.18
T0520,BLY,ARRIVAL,18:30.0,0.8
T0520,BLY,DEPARTURE,19:00.0,0.8
T0520,SRP,ARRIVAL,22:50.4,0.24
T0520,SRP,DEPARTURE,23:20.4,0.24
T0521,HWH,ARRIVAL,55:48.2,0.8
T0521,HWH,DEPARTURE,57:48.2,0.8
T0521,BLY,ARRIVAL,08:19.3,0.62
T0521,BLY,DEPARTURE,08:49.3,0.62
T0521,SRP,ARRIVAL,13:48.6,1.21
T0521,SRP,DEPARTURE,14:18.6,1.21
T0522,HWH,ARRIVAL,05:05.4,0.09
T0522,HWH,DEPARTURE,07:05.4,0.09
T0522,BLY,ARRIVAL,18:50.7,1.15
T0522,BLY,DEPARTURE,19:20.7,1.15
T0522,SRP,ARRIVAL,23:13.4,0.62
T0522,SRP,DEPARTURE,23:43.4,0.62
T0523,HWH,ARRIVAL,52:38.2,2.64
T0523,HWH,DEPARTURE,54:38.2,2.64
T0523,BLY,ARRIVAL,03:02.1,0.33
T0523,BLY,DEPARTURE,03:32.1,0.33
T0523,SRP,ARRIVAL,08:24.1,0.8
T0523,SRP,DEPARTURE,08:54.1,0.8
T0524,HWH,ARRIVAL,07:09.1,2.15
T0524,HWH,DEPARTURE,09:09.1,2.15
T0524,BLY,ARRIVAL,17:47.2,0.09
T0524,BLY,DEPARTURE,18:17.2,0.09
T0524,SRP,ARRIVAL,24:48.9,2.21
T0524,SRP,DEPARTURE,25:18.9,2.21
T0525,HWH,ARRIVAL,55:55.9,0.93
T0525,HWH,DEPARTURE,57:55.9,0.93
T0525,BLY,ARRIVAL,07:45.4,0.06
T0525,BLY,DEPARTURE,08:15.4,0.06
T0525,SRP,ARRIVAL,12:53.2,0.29
T0525,SRP,DEPARTURE,13:23.2,0.29
T0526,HWH,ARRIVAL,05:59.1,0.99
T0526,HWH,DEPARTURE,07:59.1,0.99
T0526,BLY,ARRIVAL,17:45.3,0.06
T0526,BLY,DEPARTURE,18:15.3,0.06
T0526,SRP,ARRIVAL,23:17.9,0.7
T0526,SRP,DEPARTURE,23:47.9,0.7
T0527,HWH,ARRIVAL,55:20.4,0.34
T0527,HWH,DEPARTURE,57:20.4,0.34
T0527,BLY,ARRIVAL,08:28.6,0.78
T0527,BLY,DEPARTURE,08:58.6,0.78
T0527,SRP,ARRIVAL,12:38.2,0.04
T0527,SRP,DEPARTURE,13:08.2,0.04
T0528,HWH,ARRIVAL,56:38.5,1.64
T0528,HWH,DEPARTURE,58:38.5,1.64
T0528,BLY,ARRIVAL,10:36.2,2.9
T0528,BLY,DEPARTURE,11:06.2,2.9
T0528,SRP,ARRIVAL,15:22.6,2.78
T0528,SRP,DEPARTURE,15:52.6,2.78
T0529,HWH,ARRIVAL,06:06.5,1.11
T0529,HWH,DEPARTURE,08:06.5,1.11
T0529,BLY,ARRIVAL,17:48.7,0.11
T0529,BLY,DEPARTURE,18:18.7,0.11
T0529,SRP,ARRIVAL,23:44.2,1.14
T0529,SRP,DEPARTURE,24:14.2,1.14
T0530,BLY,ARRIVAL,05:01.2,0.02
T0530,BLY,DEPARTURE,07:01.2,0.02
T0530,SRP,ARRIVAL,11:25.1,0.02
T0530,SRP,DEPARTURE,11:55.1,0.02
T0530,CGR,ARRIVAL,18:24.8,0.31
T0530,CGR,DEPARTURE,18:54.8,0.31
T0530,CNS,ARRIVAL,26:14.2,0.54
T0530,CNS,DEPARTURE,26:44.2,0.54
T0530,BDC,ARRIVAL,38:22.6,1.18
T0530,BDC,DEPARTURE,38:52.6,1.18
T0531,BLY,ARRIVAL,10:55.2,0.92
T0531,BLY,DEPARTURE,12:55.2,0.92
T0531,SRP,ARRIVAL,16:52.3,0.47
T0531,SRP,DEPARTURE,17:22.3,0.47
T0531,CGR,ARRIVAL,23:21.3,0.26
T0531,CGR,DEPARTURE,23:51.3,0.26
T0531,CNS,ARRIVAL,35:22.9,4.68
T0531,CNS,DEPARTURE,35:52.9,4.68
T0531,BDC,ARRIVAL,42:38.7,0.44
T0531,BDC,DEPARTURE,43:08.7,0.44
T0532,BDC,ARRIVAL,20:28.8,0.48
T0532,BDC,DEPARTURE,22:28.8,0.48
T0533,BDC,ARRIVAL,05:08.6,0.14
T0533,BDC,DEPARTURE,07:08.6,0.14
T0534,BDC,ARRIVAL,21:16.0,1.27
T0534,BDC,DEPARTURE,23:16.0,1.27
T0535,BDC,ARRIVAL,05:56.8,0.95
T0535,BDC,DEPARTURE,07:56.8,0.95
T0536,BDC,ARRIVAL,20:12.0,0.2
T0536,BDC,DEPARTURE,22:12.0,0.2
T0537,BDC,ARRIVAL,05:04.1,0.07
T0537,BDC,DEPARTURE,07:04.1,0.07
T0538,BDC,ARRIVAL,20:54.8,0.91
T0538,BDC,DEPARTURE,22:54.8,0.91
T0539,BDC,ARRIVAL,05:51.0,0.85
T0539,BDC,DEPARTURE,07:51.0,0.85
T0540,BDC,ARRIVAL,20:15.3,0.26
T0540,BDC,DEPARTURE,22:15.3,0.26
T0541,BDC,ARRIVAL,07:24.6,2.41
T0541,BDC,DEPARTURE,09:24.6,2.41
T0542,BDC,ARRIVAL,20:07.9,0.13
T0542,BDC,DEPARTURE,22:07.9,0.13
T0543,BDC,ARRIVAL,05:27.2,0.45
T0543,BDC,DEPARTURE,07:27.2,0.45
T0544,BDC,ARRIVAL,22:18.0,2.3
T0544,BDC,DEPARTURE,24:18.0,2.3
T0545,BDC,ARRIVAL,05:26.1,0.44
T0545,BDC,DEPARTURE,07:26.1,0.44
T0546,BDC,ARRIVAL,20:48.8,0.81
T0546,BDC,DEPARTURE,22:48.8,0.81
T0547,BDC,ARRIVAL,05:24.3,0.41
T0547,BDC,DEPARTURE,07:24.3,0.41
T0548,BDC,ARRIVAL,20:15.4,0.26
T0548,BDC,DEPARTURE,22:15.4,0.26
T0549,BDC,ARRIVAL,08:18.4,3.31
T0549,BDC,DEPARTURE,10:18.4,3.31
T0550,BDC,ARRIVAL,20:25.3,0.42
T0550,BDC,DEPARTURE,22:25.3,0.42
T0551,BDC,ARRIVAL,06:47.8,1.8
T0551,BDC,DEPARTURE,08:47.8,1.8
T0552,BDC,ARRIVAL,20:12.5,0.21
T0552,BDC,DEPARTURE,22:12.5,0.21
T0553,BDC,ARRIVAL,05:11.5,0.19
T0553,BDC,DEPARTURE,07:11.5,0.19
T0554,BDC,ARRIVAL,20:01.5,0.03
T0554,BDC,DEPARTURE,22:01.5,0.03
T0555,BDC,ARRIVAL,05:50.6,0.84
T0555,BDC,DEPARTURE,07:50.6,0.84
T0556,BDC,ARRIVAL,20:22.1,0.37
T0556,BDC,DEPARTURE,22:22.1,0.37
T0557,BDC,ARRIVAL,06:35.9,1.6
T0557,BDC,DEPARTURE,08:35.9,1.6
T0558,BDC,ARRIVAL,20:30.8,0.51
T0558,BDC,DEPARTURE,22:30.8,0.51
T0559,BDC,ARRIVAL,07:45.5,2.76
T0559,BDC,DEPARTURE,09:45.5,2.76
T0560,BDC,ARRIVAL,20:09.8,0.16
T0560,BDC,DEPARTURE,22:09.8,0.16
T0561,BDC,ARRIVAL,06:37.4,1.62
T0561,BDC,DEPARTURE,08:37.4,1.62
T0562,BDC,ARRIVAL,21:11.9,1.2
T0562,BDC,DEPARTURE,23:11.9,1.2
T0563,BDC,ARRIVAL,06:10.7,1.18
T0563,BDC,DEPARTURE,08:10.7,1.18
T0564,BDC,ARRIVAL,21:29.4,1.49
T0564,BDC,DEPARTURE,23:29.4,1.49
T0565,BDC,ARRIVAL,06:08.7,1.15
T0565,BDC,DEPARTURE,08:08.7,1.15
T0566,BDC,ARRIVAL,20:47.2,0.79
T0566,BDC,DEPARTURE,22:47.2,0.79
T0567,BDC,ARRIVAL,05:06.8,0.11
T0567,BDC,DEPARTURE,07:06.8,0.11
T0568,BDC,ARRIVAL,20:01.6,0.03
T0568,BDC,DEPARTURE,22:01.6,0.03
T0569,BDC,ARRIVAL,07:01.7,2.03
T0569,BDC,DEPARTURE,09:01.7,2.03
T0570,HWH,ARRIVAL,05:46.0,0.77
T0570,HWH,DEPARTURE,07:46.0,0.77
T0570,BLY,ARRIVAL,18:58.4,1.27
T0570,BLY,DEPARTURE,19:28.4,1.27
T0570,SRP,ARRIVAL,23:07.5,0.53
T0570,SRP,DEPARTURE,23:37.5,0.53
T0570,CGR,ARRIVAL,29:24.0,0.1
T0570,CGR,DEPARTURE,29:54.0,0.1
T0570,CNS,ARRIVAL,37:00.4,0.11
T0570,CNS,DEPARTURE,37:30.4,0.11
T0570,BDC,ARRIVAL,49:19.5,0.93
T0570,BDC,DEPARTURE,49:49.5,0.93
T0571,HWH,ARRIVAL,15:27.0,0.45
T0571,HWH,DEPARTURE,17:27.0,0.45
T0571,CGR,ARRIVAL,25:10.7,0.18
T0571,CGR,DEPARTURE,25:40.7,0.18
T0571,CNS,ARRIVAL,33:08.5,0.54
T0571,CNS,DEPARTURE,33:38.5,0.54
T0571,BDC,ARRIVAL,44:09.2,0.05
T0571,BDC,DEPARTURE,44:39.2,0.05
T0572,HWH,ARRIVAL,40:41.9,0.7
T0572,HWH,DEPARTURE,42:41.9,0.7
T0572,BLY,ARRIVAL,52:57.0,0.25
T0572,BLY,DEPARTURE,53:27.0,0.25
T0572,SRP,ARRIVAL,58:52.7,1.28
T0572,SRP,DEPARTURE,59:22.7,1.28
T0572,CGR,ARRIVAL,04:35.8,0.3
T0572,CGR,DEPARTURE,05:05.8,0.3
T0572,CNS,ARRIVAL,12:23.2,0.49
T0572,CNS,DEPARTURE,12:53.2,0.49
T0572,BDC,ARRIVAL,23:24.6,0.01
T0572,BDC,DEPARTURE,23:54.6,0.01
T0573,HWH,ARRIVAL,05:03.6,0.06
T0573,HWH,DEPARTURE,07:03.6,0.06
T0573,SRP,ARRIVAL,15:23.9,0.4
T0573,SRP,DEPARTURE,15:53.9,0.4
T0573,CGR,ARRIVAL,22:13.4,0.52
T0573,CGR,DEPARTURE,22:43.4,0.52
T0573,CNS,ARRIVAL,30:02.0,0.73
T0573,CNS,DEPARTURE,30:32.0,0.73
T0573,BDC,ARRIVAL,41:04.6,0.28
T0573,BDC,DEPARTURE,41:34.6,0.28
T0574,HWH,ARRIVAL,30:57.0,0.95
T0574,HWH,DEPARTURE,32:57.0,0.95
T0574,SRP,ARRIVAL,41:34.4,1.57
T0574,SRP,DEPARTURE,42:04.4,1.57
T0574,CGR,ARRIVAL,47:54.6,1.21
T0574,CGR,DEPARTURE,48:24.6,1.21
T0574,CNS,ARRIVAL,54:19.9,0.03
T0574,CNS,DEPARTURE,54:49.9,0.03
T0574,BDC,ARRIVAL,06:19.4,0.52
T0574,BDC,DEPARTURE,06:49.4,0.52
T0575,HWH,ARRIVAL,05:05.3,0.09
T0575,HWH,DEPARTURE,07:05.3,0.09
T0575,BLY,ARRIVAL,17:55.3,0.22
T0575,BLY,DEPARTURE,18:25.3,0.22
T0575,SRP,ARRIVAL,26:03.2,3.45
T0575,SRP,DEPARTURE,26:33.2,3.45
T0575,CGR,ARRIVAL,29:25.4,0.12
T0575,CGR,DEPARTURE,29:55.4,0.12
T0575,CNS,ARRIVAL,37:27.2,0.55
T0575,CNS,DEPARTURE,37:57.2,0.55
T0575,BDC,ARRIVAL,49:10.2,0.77
T0575,BDC,DEPARTURE,49:40.2,0.77
T0576,HWH,ARRIVAL,20:58.2,0.97
T0576,HWH,DEPARTURE,22:58.2,0.97
T0576,BLY,ARRIVAL,33:21.4,0.66
T0576,BLY,DEPARTURE,33:51.4,0.66
T0576,SRP,ARRIVAL,37:36.5,0.01
T0576,SRP,DEPARTURE,38:06.5,0.01
T0576,CGR,ARRIVAL,44:37.0,0.32
T0576,CGR,DEPARTURE,45:07.0,0.32
T0576,CNS,ARRIVAL,52:29.0,0.58
T0576,CNS,DEPARTURE,52:59.0,0.58
T0576,BDC,ARRIVAL,03:28.4,0.07
T0576,BDC,DEPARTURE,03:58.4,0.07
T0577,HWH,ARRIVAL,05:20.7,0.35
T0577,HWH,DEPARTURE,07:20.7,0.35
T0577,BLY,ARRIVAL,17:43.6,0.03
T0577,BLY,DEPARTURE,18:13.6,0.03
T0577,SRP,ARRIVAL,22:39.9,0.07
T0577,SRP,DEPARTURE,23:09.9,0.07
T0577,CGR,ARRIVAL,29:42.3,0.4
T0577,CGR,DEPARTURE,30:12.3,0.4
T0577,CNS,ARRIVAL,37:00.8,0.11
T0577,CNS,DEPARTURE,37:30.8,0.11
T0577,BDC,ARRIVAL,49:04.2,0.67
T0577,BDC,DEPARTURE,49:34.2,0.67
T0578,HWH,ARRIVAL,20:56.1,0.94
T0578,HWH,DEPARTURE,22:56.1,0.94
T0578,BLY,ARRIVAL,33:59.4,1.29
T0578,BLY,DEPARTURE,34:29.4,1.29
T0578,SRP,ARRIVAL,37:46.7,0.18
T0578,SRP,DEPARTURE,38:16.7,0.18
T0578,CGR,ARRIVAL,44:26.8,0.15
T0578,CGR,DEPARTURE,44:56.8,0.15
T0578,CNS,ARRIVAL,51:59.3,0.09
T0578,CNS,DEPARTURE,52:29.3,0.09
T0578,BDC,ARRIVAL,04:12.6,0.81
T0578,BDC,DEPARTURE,04:42.6,0.81
T0579,HWH,ARRIVAL,05:58.8,0.98
T0579,HWH,DEPARTURE,07:58.8,0.98
T0579,BLY,ARRIVAL,17:43.5,0.03
T0579,BLY,DEPARTURE,18:13.5,0.03
T0579,SRP,ARRIVAL,24:48.1,2.2
T0579,SRP,DEPARTURE,25:18.1,2.2
T0579,CGR,ARRIVAL,29:20.6,0.04
T0579,CGR,DEPARTURE,29:50.6,0.04
T0579,CNS,ARRIVAL,37:31.4,0.62
T0579,CNS,DEPARTURE,38:01.4,0.62
T0579,BDC,ARRIVAL,49:23.3,0.99
T0579,BDC,DEPARTURE,49:53.3,0.99
T0580,HWH,ARRIVAL,21:38.3,1.64
T0580,HWH,DEPARTURE,23:38.3,1.64
T0580,BLY,ARRIVAL,33:42.1,1.0
T0580,BLY,DEPARTURE,34:12.1,1.0
T0580,SRP,ARRIVAL,38:53.7,1.29
T0580,SRP,DEPARTURE,39:23.7,1.29
T0580,CGR,ARRIVAL,44:37.9,0.33
T0580,CGR,DEPARTURE,45:07.9,0.33
T0580,CNS,ARRIVAL,53:14.9,1.35
T0580,CNS,DEPARTURE,53:44.9,1.35
T0580,BDC,ARRIVAL,03:28.0,0.07
T0580,BDC,DEPARTURE,03:58.0,0.07
T0581,BDC,ARRIVAL,06:48.1,1.8
T0581,BDC,DEPARTURE,08:48.1,1.8
T0582,BDC,ARRIVAL,05:38.1,0.63
T0582,BDC,DEPARTURE,07:38.1,0.63
T0583,BDC,ARRIVAL,01:21.6,1.36
T0583,BDC,DEPARTURE,03:21.6,1.36
T0584,BDC,ARRIVAL,05:28.9,0.48
T0584,BDC,DEPARTURE,07:28.9,0.48
T0585,BDC,ARRIVAL,05:49.5,0.83
T0585,BDC,DEPARTURE,07:49.5,0.83
T0586,BDC,ARRIVAL,05:35.9,0.6
T0586,BDC,DEPARTURE,07:35.9,0.6
T0587,BDC,ARRIVAL,21:03.1,1.05
T0587,BDC,DEPARTURE,23:03.1,1.05
T0588,BDC,ARRIVAL,05:04.1,0.07
T0588,BDC,DEPARTURE,07:04.1,0.07
T0589,BDC,ARRIVAL,15:03.0,0.05
T0589,BDC,DEPARTURE,17:03.0,0.05
T0590,BDC,ARRIVAL,05:13.6,0.23
T0590,BDC,DEPARTURE,07:13.6,0.23
T0591,BDC,ARRIVAL,20:08.3,0.14
T0591,BDC,DEPARTURE,22:08.3,0.14
T0592,BDC,ARRIVAL,21:38.6,1.64
T0592,BDC,DEPARTURE,23:38.6,1.64
T0593,BDC,ARRIVAL,05:11.9,0.2
T0593,BDC,DEPARTURE,07:11.9,0.2
T0594,BDC,ARRIVAL,22:58.8,2.98
T0594,BDC,DEPARTURE,24:58.8,2.98
T0595,BDC,ARRIVAL,05:19.7,0.33
T0595,BDC,DEPARTURE,07:19.7,0.33
T0596,BDC,ARRIVAL,05:09.6,0.16
T0596,BDC,DEPARTURE,07:09.6,0.16
T0597,BDC,ARRIVAL,21:14.8,1.25
T0597,BDC,DEPARTURE,23:14.8,1.25
T0598,BDC,ARRIVAL,05:51.6,0.86
T0598,BDC,DEPARTURE,07:51.6,0.86
T0599,BDC,ARRIVAL,05:33.1,0.55
T0599,BDC,DEPARTURE,07:33.1,0.55
T0600,BDC,ARRIVAL,05:38.9,0.65
T0600,BDC,DEPARTURE,07:38.9,0.65
T0601,BDC,ARRIVAL,31:01.0,1.02
T0601,BDC,DEPARTURE,33:01.0,1.02
T0602,BDC,ARRIVAL,05:12.4,0.21
T0602,BDC,DEPARTURE,07:12.4,0.21
T0603,BDC,ARRIVAL,34:29.2,4.49
T0603,BDC,DEPARTURE,36:29.2,4.49
T0604,BDC,ARRIVAL,07:56.7,2.94
T0604,BDC,DEPARTURE,09:56.7,2.94
T0605,BDC,ARRIVAL,30:50.4,0.84
T0605,BDC,DEPARTURE,32:50.4,0.84
T0606,HWH,ARRIVAL,05:10.7,0.18
T0606,HWH,DEPARTURE,07:10.7,0.18
T0606,BLY,ARRIVAL,18:36.7,0.91
T0606,BLY,DEPARTURE,19:06.7,0.91
T0606,SRP,ARRIVAL,22:39.6,0.06
T0606,SRP,DEPARTURE,23:09.6,0.06
T0606,CGR,ARRIVAL,29:19.5,0.02
T0606,CGR,DEPARTURE,29:49.5,0.02
T0606,CNS,ARRIVAL,37:08.3,0.24
T0606,CNS,DEPARTURE,37:38.3,0.24
T0606,BDC,ARRIVAL,48:53.8,0.5
T0606,BDC,DEPARTURE,49:23.8,0.5
